13,92.57894736842104,2999.157894736842,1305.1052631578948,169.47368421052624,113.39999999999998,1962.8,386.8,109.00000000000023,105.0,2762.6,570.2,154.0,104.0,2218.0,1598.0,135.0,134.8,2104.6,0.0,89.59999999999991,,,,,101.71428571428578,3013.5714285714284,1033.142857142857,182.85714285714312,114.79999999999995,703.24,1504.0,152.08000000000004,106.66666666666669,2732.3333333333335,413.3333333333333,141.0,116.0,2571.3636363636365,748.7272727272727,118.09090909090901,,,,
14,93.15789473684231,3003.315789473684,1304.2105263157894,169.9473684210525,113.10000000000002,1965.7,386.2,108.99999999999977,105.0,2773.0,570.0,153.5,104.1875,2228.0,1600.8125,134.8125,130.2,2106.4,0.0,92.40000000000009,,,,,101.57142857142844,3014.8571428571427,1032.7142857142858,185.28571428571468,116.20000000000005,705.76,1500.0,150.91999999999996,106.22222222222217,2739.4444444444443,414.44444444444446,141.0,116.0,2573.7272727272725,749.9545454545455,118.68181818181847,,,,
15,93.73684210526312,3007.4736842105262,1303.3157894736842,170.4210526315792,112.79999999999995,1968.6,385.6,109.0,105.0,2783.4,569.8,153.0,104.375,2238.0,1603.625,134.625,125.6,2108.2,0.0,95.20000000000027,,,,,101.42857142857156,3016.1428571428573,1032.2857142857142,187.71428571428532,117.59999999999991,708.28,1496.0,149.76,105.77777777777783,2746.5555555555557,415.55555555555554,141.0,116.0,2576.090909090909,751.1818181818181,119.27272727272748,,,,
16,94.31578947368416,3011.6315789473683,1302.421052631579,170.89473684210543,112.5,1971.5,385.0,109.0,105.0,2793.8,569.6,152.5,104.5625,2248.0,1606.4375,134.4375,121.0,2110.0,0.0,98.0,,,,,101.28571428571422,3017.4285714285716,1031.857142857143,190.14285714285688,119.0,710.8,1492.0,148.60000000000002,105.33333333333331,2753.6666666666665,416.6666666666667,141.0,116.0,2578.4545454545455,752.4090909090909,119.86363636363649,,,,
17,94.8947368421052,3015.7894736842104,1301.5263157894738,171.36842105263167,112.20000000000005,1974.4,384.4,109.0,105.0,2804.2,569.4,152.0,104.75,2258.0,1609.25,134.25,119.14285714285714,2112.0,0.0,97.71428571428578,,,,,101.14285714285734,3018.714285714286,1031.4285714285713,192.57142857142844,120.40000000000009,713.32,1488.0,147.43999999999994,104.88888888888886,2760.777777777778,417.77777777777777,141.0,116.0,2580.818181818182,753.6363636363636,120.4545454545455,,,,
18,95.47368421052647,3019.9473684210525,1300.6315789473683,171.84210526315792,111.89999999999998,1977.3,383.8,109.00000000000023,105.0,2814.6,569.2,151.5,104.9375,2268.0,1612.0625,134.0625,117.28571428571429,2114.0,0.0,97.42857142857156,,,,,101.0,3020.0,1031.0,195.0,121.79999999999995,715.84,1484.0,146.27999999999997,104.44444444444446,2767.8888888888887,418.8888888888889,141.0,116.0,2583.181818181818,754.8636363636364,121.0454545454545,,,,
19,96.05263157894751,3024.1052631578946,1299.7368421052631,172.31578947368416,111.60000000000002,1980.2,383.2,108.99999999999977,105.0,2825.0,569.0,151.0,105.125,2278.0,1614.875,133.875,115.42857142857143,2116.0,0.0,97.14285714285734,,,,,101.25,3025.1,1032.1,194.3499999999999,123.20000000000005,718.36,1480.0,145.12,104.0,2775.0,420.0,141.0,116.0,2585.5454545454545,756.0909090909091,121.63636363636351,,,,
20,96.63157894736833,3028.2631578947367,1298.842105263158,172.78947368421086,111.29999999999995,1983.1,382.6,109.0,105.0,2834.2,567.2,150.30000000000018,105.3125,2288.0,1617.6875,133.6875,113.57142857142857,2118.0,0.0,96.85714285714266,,,,,101.5,3030.2,1033.2,193.70000000000027,124.59999999999991,720.88,1476.0,143.96000000000004,103.33333333333331,2778.3333333333335,423.6666666666667,140.66666666666652,116.0,2587.909090909091,757.3181818181819,122.22727272727252,,,,
21,97.21052631578937,3032.4210526315787,1297.9473684210527,173.2631578947371,111.0,1986.0,382.0,109.0,105.0,2843.4,565.4,149.5999999999999,105.5,2298.0,1620.5,133.5,111.71428571428571,2120.0,0.0,96.57142857142844,,,,,101.75,3035.3,1034.3,193.04999999999973,126.0,723.4,1472.0,142.80000000000007,102.66666666666669,2781.6666666666665,427.3333333333333,140.33333333333348,116.0,2590.2727272727275,758.5454545454545,122.81818181818153,,,,
22,97.78947368421063,3036.5789473684213,1297.0526315789473,173.7368421052629,111.16666666666663,1988.111111111111,380.8888888888889,108.55555555555543,105.0,2852.6,563.6,148.9000000000001,105.6875,2308.0,1623.3125,133.3125,109.85714285714286,2122.0,0.0,96.28571428571422,,,,,102.0,3040.4,1035.4,192.4000000000001,127.40000000000009,725.92,1468.0,141.64,102.0,2785.0,431.0,140.0,116.0,2592.6363636363635,759.7727272727273,123.40909090909099,,,,
23,98.36842105263167,3040.7368421052633,1296.157894736842,174.21052631578914,111.33333333333331,1990.2222222222222,379.77777777777777,108.11111111111131,105.0,2861.8,561.8,148.19999999999982,105.875,2318.0,1626.125,133.125,108.0,2124.0,0.0,96.0,,,,,102.25,3045.5,1036.5,191.75,128.79999999999995,728.44,1464.0,140.4799999999999,102.00000000000006,2787.6666666666665,430.3333333333333,140.0,116.0,2595.0,761.0,124.0,,,,
24,98.94736842105249,3044.8947368421054,1295.2631578947369,174.68421052631584,111.5,1992.3333333333333,378.6666666666667,107.66666666666674,105.0,2871.0,560.0,147.5,106.0625,2328.0,1628.9375,132.9375,107.375,2125.625,0.0,94.5,,,,,102.5,3050.6,1037.6,191.0999999999999,130.20000000000005,730.96,1460.0,139.31999999999994,101.99999999999994,2790.3333333333335,429.6666666666667,140.0,116.0,2599.090909090909,762.1818181818181,122.81818181818198,,,,
25,99.52631578947353,3049.0526315789475,1294.3684210526317,175.15789473684208,111.66666666666669,1994.4444444444443,377.55555555555554,107.22222222222217,105.0,2880.2,558.2,146.80000000000018,106.25,2338.0,1631.75,132.75,106.75,2127.25,0.0,93.0,,,,,102.75,3055.7,1038.7,190.45000000000027,131.5999999999999,733.48,1456.0,138.15999999999997,102.0,2793.0,429.0,140.0,116.0,2603.181818181818,763.3636363636364,121.63636363636397,,,,
26,100.1052631578948,3053.2105263157896,1293.4736842105262,175.63157894736833,111.83333333333331,1996.5555555555557,376.44444444444446,106.77777777777783,105.0,2889.4,556.4,146.0999999999999,106.4375,2348.0,1634.5625,132.5625,106.125,2128.875,0.0,91.5,,,,,103.0,3060.8,1039.8,189.79999999999973,133.0,736.0,1452.0,137.0,102.0,2799.6666666666665,429.5,139.83333333333348,116.0,2607.2727272727275,764.5454545454545,120.45454545454504,,,,
27,100.68421052631584,3057.3684210526317,1292.578947368421,176.10526315789457,112.0,1998.6666666666667,375.3333333333333,106.33333333333326,105.0,2898.6,554.6,145.4000000000001,106.625,2358.0,1637.375,132.375,105.5,2130.5,0.0,90.0,,,,,103.25,3065.9,1040.9,189.1500000000001,127.75,738.5,1451.5,136.5,102.0,2806.3333333333335,430.0,139.66666666666652,116.0,2611.3636363636365,765.7272727272727,119.27272727272702,,,,
28,101.26315789473688,3061.5263157894738,1291.6842105263158,176.5789473684208,112.16666666666669,2000.7777777777778,374.22222222222223,105.88888888888869,105.0,2907.8,552.8,144.69999999999982,106.8125,2368.0,1640.1875,132.1875,104.875,2132.125,0.0,88.5,,,,,103.5,3071.0,1042.0,188.5,122.5,741.0,1451.0,136.0,102.0,2813.0,430.5,139.5,116.0,2615.4545454545455,766.9090909090909,118.09090909090901,,,,
29,101.84210526315769,3065.684210526316,1290.7894736842106,177.0526315789475,112.33333333333337,2002.888888888889,373.1111111111111,105.44444444444457,105.0,2917.0,551.0,144.0,107.0,2378.0,1643.0,132.0,104.25,2133.75,0.0,87.0,,,,,103.75,3076.1,1043.1,187.8499999999999,117.25,743.5,1450.5,135.5,102.0,2819.6666666666665,431.0,139.33333333333348,116.0,2619.5454545454545,768.0909090909091,116.90909090909099,,,,
30,102.42105263157896,3069.842105263158,1289.8947368421052,177.52631578947376,112.5,2005.0,372.0,105.0,105.0,2918.8571428571427,550.7142857142857,148.0,107.20000000000005,2386.266666666667,1645.3333333333333,131.79999999999973,103.625,2135.375,0.0,85.5,,,,,104.0,3081.2,1044.2,187.20000000000027,112.0,746.0,1450.0,135.0,102.0,2826.3333333333335,431.5,139.16666666666652,116.0,2623.6363636363635,769.2727272727273,115.72727272727298,,,,
31,103.0,3074.0,1289.0,178.0,112.66666666666663,2007.111111111111,370.8888888888889,104.55555555555543,105.0,2920.714285714286,550.4285714285714,152.0,107.39999999999986,2394.5333333333333,1647.6666666666667,131.5999999999999,103.0,2137.0,0.0,84.0,,,,,104.25,3086.3,1045.3,186.54999999999973,106.75,748.5,1449.5,134.5,102.0,2833.0,432.0,139.0,116.0,2627.7272727272725,770.4545454545455,114.54545454545496,,,,
32,103.0,3079.3333333333335,1290.0833333333333,178.0,112.83333333333331,2009.2222222222222,369.77777777777777,104.11111111111131,105.0,2922.5714285714284,550.1428571428571,156.0,107.59999999999991,2402.8,1650.0,131.39999999999964,101.7,2139.5,0.0,84.0,,,,,104.5,3091.4,1046.4,185.9000000000001,101.5,751.0,1449.0,134.0,102.00000000000006,2837.8947368421054,433.4736842105263,138.9473684210525,116.0,2631.818181818182,771.6363636363636,113.36363636363603,,,,
33,103.0,3084.6666666666665,1291.1666666666667,178.0,113.0,2011.3333333333333,368.6666666666667,103.66666666666674,105.0,2924.4285714285716,549.8571428571429,160.0,107.80000000000018,2411.0666666666666,1652.3333333333333,131.20000000000027,100.4,2142.0,0.0,84.0,,,,,104.75,3096.5,1047.5,185.25,96.25,753.5,1448.5,133.5,101.99999999999994,2842.7894736842104,434.94736842105266,138.89473684210543,116.0,2635.909090909091,772.8181818181819,112.18181818181802,,,,
34,103.0,3090.0,1292.25,178.0,113.16666666666669,2013.4444444444443,367.55555555555554,103.22222222222217,105.0,2926.285714285714,549.5714285714286,164.0,108.0,2419.3333333333335,1654.6666666666667,131.0,99.1,2144.5,0.0,84.0,,,,,105.0,3101.6,1048.6,184.5999999999999,91.0,756.0,1448.0,133.0,102.0,2847.684210526316,436.42105263157896,138.84210526315792,116.0,2640.0,774.0,111.0,,,,
35,103.0,3095.3333333333335,1293.3333333333333,178.0,113.33333333333331,2015.5555555555557,366.44444444444446,102.77777777777783,105.0,2928.1428571428573,549.2857142857143,168.0,108.20000000000005,2427.6,1657.0,130.80000000000018,97.8,2147.0,0.0,84.0,,,,,105.25,3106.7,1049.7,183.95000000000027,94.0,759.6666666666666,1442.5,138.5,102.00000000000006,2852.5789473684213,437.89473684210526,138.7894736842104,115.0,2640.5,775.25,113.09999999999991,,,,
36,103.0,3100.6666666666665,1294.4166666666667,178.0,113.5,2017.6666666666667,365.3333333333333,102.33333333333326,105.0,2930.0,549.0,172.0,108.40000000000009,2435.866666666667,1659.3333333333333,130.5999999999999,96.5,2149.5,0.0,84.0,,,,,105.5,3111.8,1050.8,183.29999999999973,97.0,763.3333333333334,1437.0,144.0,102.0,2857.4736842105262,439.36842105263156,138.73684210526335,114.0,2641.0,776.5,115.19999999999982,,,,
37,103.0,3106.0,1295.5,178.0,113.66666666666669,2019.7777777777778,364.22222222222223,101.88888888888869,105.0,2941.3333333333335,548.6666666666666,166.66666666666652,108.59999999999991,2444.133333333333,1661.6666666666667,130.4000000000001,95.2,2152.0,0.0,84.0,,,,,105.75,3116.9,1051.9,182.6500000000001,100.0,767.0,1431.5,149.5,102.0,2862.3684210526317,440.8421052631579,138.68421052631584,113.0,2641.5,777.75,117.30000000000018,,,,
38,103.0,3111.3333333333335,1296.5833333333333,178.0,113.83333333333337,2021.888888888889,363.1111111111111,101.44444444444457,105.0,2952.6666666666665,548.3333333333334,161.33333333333348,108.79999999999995,2452.4,1664.0,130.19999999999982,93.9,2154.5,0.0,84.0,,,,,106.0,3122.0,1053.0,182.0,103.0,770.6666666666666,1426.0,155.0,101.99999999999994,2867.2631578947367,442.3157894736842,138.63157894736878,112.0,2642.0,779.0,119.40000000000009,,,,
39,103.0,3116.6666666666665,1297.6666666666667,178.0,114.0,2024.0,362.0,101.0,105.0,2964.0,548.0,156.0,109.0,2460.6666666666665,1666.3333333333333,130.0,92.6,2157.0,0.0,84.0,,,,,105.33333333333326,3126.4444444444443,1052.111111111111,181.33333333333348,106.0,774.3333333333334,1420.5,160.5,102.0,2872.157894736842,443.7894736842105,138.57894736842127,111.0,2642.5,780.25,121.5,,,,
40,103.0,3122.0,1298.75,178.0,113.25,2025.0625,362.8125,101.5,105.0,2974.3333333333335,549.0,152.33333333333303,109.19999999999982,2468.9333333333334,1668.6666666666667,129.79999999999973,91.3,2159.5,0.0,84.0,,,,,104.66666666666674,3130.8888888888887,1051.2222222222222,180.66666666666697,109.0,778.0,1415.0,166.0,102.00000000000006,2877.0526315789475,445.2631578947368,138.52631578947376,110.0,2643.0,781.5,123.59999999999991,,,,
41,103.0,3127.3333333333335,1299.8333333333333,178.0,112.5,2026.125,363.625,102.0,105.0,2984.6666666666665,550.0,148.66666666666697,109.40000000000009,2477.2,1671.0,129.60000000000036,90.0,2162.0,0.0,84.0,,,,,104.0,3135.3333333333335,1050.3333333333333,180.0,108.85714285714289,783.0,1412.4285714285713,161.71428571428567,101.99999999999994,2881.9473684210525,446.7368421052632,138.47368421052624,109.0,2643.5,782.75,125.69999999999982,,,,
42,103.0,3132.6666666666665,1300.9166666666667,178.0,111.75,2027.1875,364.4375,102.5,105.0,2995.0,551.0,145.0,109.60000000000014,2485.4666666666667,1673.3333333333333,129.4000000000001,90.0,2162.5,0.0,85.5,,,,,103.33333333333348,3139.777777777778,1049.4444444444443,179.33333333333348,108.71428571428578,788.0,1409.857142857143,157.42857142857144,102.0,2886.842105263158,448.2105263157895,138.42105263157873,108.0,2644.0,784.0,127.80000000000018,,,,
43,103.0,3138.0,1302.0,178.0,111.0,2028.25,365.25,103.0,105.0,3005.3333333333335,552.0,141.33333333333303,109.79999999999995,2493.733333333333,1675.6666666666667,129.20000000000027,90.0,2163.0,0.0,87.0,,,,,102.66666666666652,3144.222222222222,1048.5555555555557,178.66666666666652,108.57142857142867,793.0,1407.2857142857142,153.1428571428571,102.00000000000006,2891.7368421052633,449.6842105263158,138.36842105263122,107.0,2644.5,785.25,129.9000000000001,,,,
44,103.0,3140.56,1300.8,178.0,110.25,2029.3125,366.0625,103.5,105.0,3015.6666666666665,553.0,137.66666666666697,110.0,2502.0,1678.0,129.0,90.0,2163.5,0.0,88.5,,,,,102.0,3148.6666666666665,1047.6666666666667,178.0,108.42857142857133,798.0,1404.7142857142858,148.8571428571429,102.0,2896.6315789473683,451.1578947368421,138.31578947368416,106.0,2645.0,786.5,132.0,,,,
45,103.0,3143.12,1299.6,178.0,109.5,2030.375,366.875,104.0,105.0,3026.0,554.0,134.0,110.20000000000005,2510.2666666666664,1680.3333333333333,128.80000000000018,90.0,2164.0,0.0,90.0,,,,,101.33333333333326,3153.1111111111113,1046.7777777777778,177.33333333333303,108.28571428571422,803.0,1402.142857142857,144.57142857142856,102.0,2901.5263157894738,452.63157894736844,138.26315789473665,105.0,2645.5,787.75,134.0999999999999,,,,
46,103.0,3145.68,1298.4,178.0,108.75,2031.4375,367.6875,104.5,106.0,3030.3333333333335,555.3333333333334,133.66666666666652,110.39999999999986,2518.5333333333333,1682.6666666666667,128.5999999999999,90.0,2164.5,0.0,91.5,,,,,100.66666666666674,3157.5555555555557,1045.888888888889,176.66666666666652,108.14285714285711,808.0,1399.5714285714287,140.28571428571433,101.99999999999994,2906.4210526315787,454.10526315789474,138.2105263157896,104.0,2646.0,789.0,136.19999999999982,,,,
47,103.0,3148.24,1297.2,178.0,108.0,2032.5,368.5,105.0,107.0,3034.6666666666665,556.6666666666666,133.33333333333348,110.59999999999991,2526.8,1685.0,128.39999999999964,90.0,2165.0,0.0,93.0,,,,,100.0,3162.0,1045.0,176.0,108.0,813.0,1397.0,136.0,102.0,2911.315789473684,455.57894736842104,138.15789473684208,103.0,2646.5,790.25,138.30000000000018,,,,
48,103.0,3150.8,1296.0,178.0,107.25,2033.5625,369.3125,105.5,108.0,3039.0,558.0,133.0,110.80000000000018,2535.0666666666666,1687.3333333333333,128.19999999999982,90.0,2168.1428571428573,0.0,91.71428571428532,,,,,100.25,3165.0833333333335,1044.5,176.5,107.92857142857156,817.9285714285714,1394.4285714285713,135.78571428571422,102.0,2916.2105263157896,457.0526315789474,138.10526315789457,102.0,2647.0,791.5,140.4000000000001,,,,
49,103.0,3153.36,1294.8,178.0,106.5,2034.625,370.125,106.0,109.0,3039.0,557.5,138.75,111.0,2543.3333333333335,1689.6666666666667,128.0,90.0,2171.285714285714,0.0,90.42857142857156,,,,,100.5,3168.1666666666665,1044.0,177.0,107.85714285714289,822.8571428571429,1391.857142857143,135.57142857142856,101.99999999999994,2921.1052631578946,458.5263157894737,138.0526315789475,101.0,2647.5,792.75,142.5,,,,
50,103.0,3155.92,1293.6,178.0,105.75,2035.6875,370.9375,106.5,110.0,3039.0,557.0,144.5,111.20000000000005,2551.6,1692.0,127.80000000000018,90.0,2174.4285714285716,0.0,89.14285714285688,,,,,100.75,3171.25,1043.5,177.5,107.78571428571445,827.7857142857143,1389.2857142857142,135.35714285714278,102.0,2926.0,460.0,138.0,100.0,2648.0,794.0,144.5999999999999,,,,
51,103.0,3158.48,1292.4,178.0,105.0,2036.75,371.75,107.0,111.0,3039.0,556.5,150.25,111.40000000000009,2559.866666666667,1694.3333333333333,127.59999999999991,90.0,2177.5714285714284,0.0,87.85714285714312,,,,,101.0,3174.3333333333335,1043.0,178.0,107.71428571428555,832.7142857142857,1386.7142857142858,135.14285714285722,102.0,2929.4375,462.125,137.9375,99.0,2648.5,795.25,146.69999999999982,,,,
52,103.0,3161.04,1291.2,178.0,104.25,2037.8125,372.5625,107.5,112.0,3039.0,556.0,156.0,111.59999999999991,2568.133333333333,1696.6666666666667,127.40000000000009,90.0,2180.714285714286,0.0,86.57142857142844,,,,,101.25,3177.4166666666665,1042.5,178.5,107.64285714285711,837.6428571428571,1384.142857142857,134.92857142857144,102.0,2932.875,464.25,137.875,98.0,2649.0,796.5,148.80000000000018,,,,
53,103.0,3163.6,1290.0,178.0,103.5,2038.875,373.375,108.0,113.0,3047.875,555.625,152.875,111.79999999999995,2576.4,1699.0,127.19999999999982,90.0,2183.8571428571427,0.0,85.28571428571468,,,,,101.5,3180.5,1042.0,179.0,107.57142857142844,842.5714285714286,1381.5714285714287,134.71428571428578,102.0,2936.3125,466.375,137.8125,97.0,2649.5,797.75,150.9000000000001,,,,
54,103.0,3166.16,1288.8,178.0,102.75,2039.9375,374.1875,108.5,114.0,3056.75,555.25,149.75,112.0,2584.6666666666665,1701.3333333333333,127.0,90.0,2187.0,0.0,84.0,,,,,101.75,3183.5833333333335,1041.5,179.5,107.5,847.5,1379.0,134.5,102.0,2939.75,468.5,137.75,96.0,2650.0,799.0,153.0,,,,
55,103.0,3168.72,1287.6,178.0,102.0,2041.0,375.0,109.0,115.0,3065.625,554.875,146.625,112.20000000000005,2592.9333333333334,1703.6666666666667,126.80000000000018,91.5,2187.0,0.0,89.90000000000009,,,,,102.0,3186.6666666666665,1041.0,180.0,107.42857142857156,852.4285714285714,1376.4285714285713,134.28571428571422,102.0,2943.1875,470.625,137.6875,96.0,2650.6666666666665,799.25,153.0,,,,
56,103.0,3171.28,1286.4,178.0,102.0,2042.8947368421052,374.6842105263158,109.00000000000023,116.0,3074.5,554.5,143.5,112.40000000000009,2601.2,1706.0,126.60000000000036,93.0,2187.0,0.0,95.80000000000018,,,,,102.25,3189.75,1040.5,180.5,107.35714285714289,857.3571428571429,1373.857142857143,134.07142857142856,102.0,2946.625,472.75,137.625,96.0,2651.3333333333335,799.5,153.0,,,,
57,103.0,3173.84,1285.2,178.0,102.0,2044.7894736842106,374.36842105263156,108.99999999999977,117.0,3083.375,554.125,140.375,112.60000000000014,2609.4666666666667,1708.3333333333333,126.40000000000009,94.5,2187.0,0.0,101.69999999999982,,,,,102.5,3192.8333333333335,1040.0,181.0,107.28571428571445,862.2857142857143,1371.2857142857142,133.85714285714278,102.0,2950.0625,474.875,137.5625,96.0,2652.0,799.75,153.0,,,,
58,103.0,3176.4,1284.0,178.0,102.0,2046.6842105263158,374.05263157894734,109.0,118.0,3092.25,553.75,137.25,112.79999999999995,2617.7333333333336,1710.6666666666667,126.19999999999982,96.0,2187.0,0.0,107.59999999999991,,,,,102.75,3195.9166666666665,1039.5,181.5,107.21428571428555,867.2142857142857,1368.7142857142858,133.64285714285722,102.0,2953.5,477.0,137.5,96.0,2652.6666666666665,800.0,153.0,,,,
59,103.0,3178.96,1282.8,178.0,102.0,2048.5789473684213,373.7368421052632,109.0,119.0,3101.125,553.375,134.125,113.0,2626.0,1713.0,126.0,97.5,2187.0,0.0,113.5,,,,,103.0,3199.0,1039.0,182.0,107.14285714285711,872.1428571428571,1366.142857142857,133.42857142857144,102.0,2956.9375,479.125,137.4375,96.0,2653.3333333333335,800.25,153.0,,,,
60,103.0,3181.52,1281.6,178.0,102.0,2050.4736842105262,373.42105263157896,109.0,120.0,3110.0,553.0,131.0,113.0,2632.5,1717.75,126.75,99.0,2187.0,0.0,119.40000000000009,,,,,100.71428571428555,3200.714285714286,1038.5714285714287,184.0,107.07142857142844,877.0714285714286,1363.5714285714287,133.21428571428578,102.0,2960.375,481.25,137.375,96.0,2654.0,800.5,153.0,17.0,2272.0,0.0,21.0
